name,address,lng,lat
서울숭덕초등학교,서울특별시 성북구 정릉로 279(정릉동),127.013896,37.6043771
서울길원초등학교,서울특별시 성북구 서경로8길 28-15(길음동),127.016831,37.6088149
서울숭곡초등학교,서울특별시 성북구 종암로40길 30(하월곡동),127.032717,37.6087741
서울장월초등학교,서울특별시 성북구 한천로101길 66(장위동),127.047163,37.6221804
서울월곡초등학교,서울특별시 성북구 장월로3길 42(장위동),127.046423,37.6098232
서울미아초등학교,서울특별시 성북구 삼양로 77(길음동),127.021748,37.610462
서울개운초등학교,서울특별시 성북구 정릉로48길 52(돈암동),127.027778,37.6017826
서울석계초등학교,서울특별시 성북구 한천로58길 273(석관동),127.069909,37.6085786
흑산초등학교하태분교장,전라남도 신안군 흑산면 장굴길 43-2,125.29852,34.3908369
포항송곡초등학교,경상북도 포항시 북구 장량중앙로 27(양덕동),129.384114,36.0920102
대해초등학교,경상북도 포항시 남구 양학천로150번길 58(대도동),129.366599,36.0233254
대도초등학교,경상북도 포항시 남구 상공로92번길 25-10(대도동),129.362362,36.0145021
송림초등학교,경상북도 포항시 남구 축항로 55(송도동),129.374905,36.0300393
효자초등학교,경상북도 포항시 남구 효성로30번길 5(효자동),129.337511,36.0055366
대이초등학교,경상북도 포항시 남구 대이로46번길 35(대잠동),129.345669,36.0221634
이동초등학교,경상북도 포항시 남구 포스코대로 147-10(대잠동),129.34324,36.0273274
신흥초등학교,경상북도 포항시 남구 중흥로100번길 13(상도동),129.353373,36.0133063
포항송도초등학교,경상북도 포항시 남구 송도로 80(송도동),129.38058,36.03262
인덕초등학교,경상북도 포항시 남구 서원재로170번길 9(인덕동),129.402147,35.9842956
청림초등학교,경상북도 포항시 남구 정몽주로 890(청림동),129.404499,35.9953318
포항초등학교,경상북도 포항시 북구 서동로47번길 23(덕산동),129.363658,36.0430785
포항동부초등학교,경상북도 포항시 북구 삼호로 273(두호동),129.380515,36.062931
용흥초등학교,경상북도 포항시 북구 용흥로 118(용흥동),129.349247,36.0387772
포항항도초등학교,경상북도 포항시 북구 항도길 13(학산동),129.369222,36.0515536
양학초등학교,경상북도 포항시 북구 양학로 110(학잠동),129.344433,36.0319305
포항양덕초등학교,경상북도 포항시 북구 양덕로 20-5(양덕동),129.40329,36.0798173
포항해맞이초등학교,경상북도 포항시 북구 환호로 37(환호동),129.391121,36.0713873
항구초등학교,경상북도 포항시 북구 삼호로468번길 5-12(환호동),129.40053,36.0704902
두호남부초등학교,경상북도 포항시 북구 두호로52번길 13(두호동),129.373848,36.0615402
서울윤중초등학교,서울특별시 영등포구 여의나루로2길 14(여의도동),126.923022,37.5199146
서울초당초등학교,서울특별시 도봉구 해등로32길 11(방학동),127.022302,37.6581088
서울신학초등학교,서울특별시 도봉구 방학로 247-21(방학동),127.025282,37.6607823
서울창경초등학교,서울특별시 도봉구 도봉로129길 54(쌍문동),127.034972,37.6560474
서울창림초등학교,서울특별시 도봉구 덕릉로63길 46(창동),127.041485,37.6430596
서울누원초등학교,서울특별시 도봉구 마들로 859-44(도봉동),127.049371,37.6866913
서울오봉초등학교,서울특별시 도봉구 시루봉로 285(도봉동),127.040348,37.671758
서울도봉초등학교,서울특별시 도봉구 도봉로173길 96(도봉동),127.038334,37.6795571
서울방학초등학교,서울특별시 도봉구 도당로9길 34(방학동),127.032057,37.6640395
서울신방학초등학교,서울특별시 도봉구 시루봉로 173(방학동),127.029586,37.6655948
서울창도초등학교,서울특별시 도봉구 방학로 32-28(방학동),127.049529,37.6637115
서울숭미초등학교,서울특별시 도봉구 노해로 179(쌍문동),127.027769,37.6508211
서울쌍문초등학교,서울특별시 도봉구 우이천로 360(쌍문동),127.024729,37.6486683
서울백운초등학교,서울특별시 도봉구 삼양로146길 17(쌍문동),127.013549,37.6529871
서울월천초등학교,서울특별시 도봉구 노해로70길 96(창동),127.05196,37.6478357
서울자운초등학교,서울특별시 도봉구 마들로13길 166(창동),127.04656,37.657565
서울가인초등학교,서울특별시 도봉구 도봉로136다길 4(창동),127.043268,37.659851
서울창동초등학교,서울특별시 도봉구 해등로16길 81(창동),127.044762,37.6551201
서울창원초등학교,서울특별시 도봉구 해등로 103(창동),127.040592,37.6523306
서울창일초등학교,서울특별시 도봉구 노해로66길 84(창동),127.047609,37.6474685
서울신창초등학교,서울특별시 도봉구 덕릉로60길 93(창동),127.041963,37.6365919
서울신화초등학교,서울특별시 도봉구 우이천로 120(창동),127.041225,37.6324898
분포초등학교,부산광역시 남구 분포로 41(용호동),129.114352,35.1286391
용호초등학교,부산광역시 남구 용호로42번길 94(용호동),129.109023,35.1227245
용산초등학교,부산광역시 남구 동명로176번길 55(용호동),129.115844,35.1163694
백운초등학교,부산광역시 남구 동명로 76(용호동),129.105978,35.1181424
신연초등학교,부산광역시 남구 유엔로25번길 66(우암동),129.078025,35.1290202
우암초등학교,부산광역시 남구 우암로 190-19(우암동),129.076078,35.125506
성천초등학교,부산광역시 남구 장고개로 64-41(우암동),129.072067,35.1306171
교동초등학교,부산광역시 동래구 시실로 73-13(명륜동),129.092064,35.2152753
내성초등학교,부산광역시 동래구 동래로 173(복천동),129.089691,35.2044212
낙민초등학교,부산광역시 동래구 충렬대로272번길 34(낙민동),129.08834,35.1991239
온천초등학교,부산광역시 동래구 충렬대로107번길 124(온천동),129.073944,35.2123225
안진초등학교,부산광역시 동래구 안남로 63(안락동),129.099384,35.1947468
예원초등학교,부산광역시 동래구 사직로 78(사직동),129.057469,35.195707
안민초등학교,부산광역시 동래구 온천천로381번길 19(낙민동),129.094046,35.193903
명륜초등학교,부산광역시 동래구 동래로 91(명륜동),129.083056,35.2080345
명장초등학교,부산광역시 동래구 복천로 121(명장동),129.096663,35.2080271
안락초등학교,부산광역시 동래구 명안로53번길 22(명장동),129.103537,35.2019575
명서초등학교,부산광역시 동래구 명서로 121(명장동),129.100916,35.2118767
여고초등학교,부산광역시 동래구 여고로63번가길 12(사직동),129.069556,35.1979015
사직초등학교,부산광역시 동래구 쇠미로81번길 7(사직동),129.054537,35.2008038
수안초등학교,부산광역시 동래구 온천천로 215(수안동),129.080375,35.2003108
안남초등학교,부산광역시 동래구 연안로 46(안락동),129.10816,35.1916595
포항남부초등학교,경상북도 포항시 북구 새천년대로 606(용흥동),129.355837,36.0277823
월곡초등학교,경상북도 안동시 예안면 정산길 23,128.887684,36.6612972
서후초등학교대흥분교장,경상북도 안동시 서후면 대두서6길 12,128.622265,36.6222212
신성초등학교,경상북도 안동시 풍천면 신성장골길 1,128.462029,36.5250343
길안초등학교길송분교장,경상북도 안동시 길안면 송사시장길 104,128.928909,36.3688567
녹전초등학교원천분교장,경상북도 안동시 녹전면 원매길 102-15,128.757257,36.7909067
월곡초등학교삼계분교장,경상북도 안동시 예안면 농암로 2384,128.9254,36.7188744
도봉초등학교,경상북도 구미시 도봉로 47(도량동),128.31717,36.141781
야은초등학교,경상북도 구미시 송동로7길 65(도량동),128.322016,36.1482728
비산초등학교,경상북도 구미시 비산로 24(공단동),128.374768,36.118778
원남초등학교,경상북도 구미시 원남로 12-50(남통동),128.3215,36.129139
신기초등학교,경상북도 구미시 신비로3길 37-8(신평동),128.36535,36.1262585
광평초등학교,경상북도 구미시 구미대로 285(광평동),128.362442,36.1126846
구미사곡초등학교,경상북도 구미시 상사동로24길 9(사곡동),128.36023,36.0995699
상모초등학교,경상북도 구미시 상모로 71(상모동),128.357394,36.0910121
정수초등학교,경상북도 구미시 박정희로 120(상모동),128.351549,36.0902758
구미왕산초등학교,경상북도 구미시 왕산로 32(임은동),128.364934,36.0860771
오태초등학교,경상북도 구미시 금오대로10길 19-9(오태동),128.34978,36.0702128
구미오산초등학교,경상북도 구미시 금오대로24길 15(오태동),128.352749,36.0723177
지산초등학교,경상북도 구미시 지산13길 17(지산동),128.34467,36.1406664
구평초등학교,경상북도 구미시 인동가산로 382-14(구평동),128.451817,36.0915687
천생초등학교,경상북도 구미시 인동43길 8(구평동),128.437995,36.0939355
구평남부초등학교,경상북도 구미시 인동가산로 250-25(구평동),128.437466,36.0911054
서울갈산초등학교,서울특별시 양천구 목동로 31(신정동),126.869998,37.5117434
서울강신초등학교,서울특별시 양천구 월정로 280(신월동),126.829422,37.5429317
서울양화초등학교,서울특별시 양천구 목동중앙북로16길 57(목동),126.874714,37.5438298
서울정목초등학교,서울특별시 양천구 목동중앙로3길 30-10(목동),126.870245,37.5371216
서울양원초등학교,서울특별시 양천구 화곡로 16(신월동),126.823482,37.5386539
서울신원초등학교,서울특별시 양천구 남부순환로58길 32(신월동),126.829855,37.5295028
서울강서초등학교,서울특별시 양천구 오목로 31(신월동),126.840541,37.522293
서울신강초등학교,서울특별시 양천구 중앙로55길 72(신월동),126.841654,37.5259562
서울양강초등학교,서울특별시 양천구 오목로 101(신월동),126.848046,37.523998
서울신남초등학교,서울특별시 양천구 절골8길 33(신월동),126.844497,37.5161218
서울강월초등학교,서울특별시 양천구 신월로 97(신월동),126.833906,37.5160261
서울목동초등학교,서울특별시 양천구 목동동로12길 12(신정동),126.872082,37.5224822
서울신목초등학교,서울특별시 양천구 신목로5길 11-6(신정동),126.872867,37.5169159
서울지향초등학교,서울특별시 양천구 신정로11길 74(신정동),126.837134,37.5129416
서울장수초등학교,서울특별시 양천구 신정로13가길 30(신정동),126.845427,37.512868
서울양동초등학교,서울특별시 양천구 오목로23길 24(신정동),126.851159,37.526006
서울월촌초등학교,서울특별시 양천구 목동중앙로 132(목동),126.876768,37.5402367
서울영도초등학교,서울특별시 양천구 목동중앙로 70(목동),126.871927,37.5359626
서울화일초등학교,서울특별시 강서구 까치산로10길 70(화곡동),126.847408,37.540726
서울우장초등학교,서울특별시 강서구 화곡로 263(화곡동),126.846281,37.5488032
서울신정초등학교,서울특별시 강서구 곰달래로31가길 27(화곡동),126.852547,37.5327438
서울신곡초등학교,서울특별시 강서구 등촌로13자길 42-14(화곡동),126.855835,37.5387777
서울상천초등학교,서울특별시 노원구 덕릉로 443(상계동),127.057889,37.6459814
서울상천초등학교,서울특별시 노원구 덕릉로 443(상계동),127.057889,37.6459814
서울동일초등학교,서울특별시 노원구 한글비석로 566(상계동),127.054549,37.6652768
서울노원초등학교,서울특별시 노원구 동일로230나길 32(상계동),127.058377,37.6729696
서울노일초등학교,서울특별시 노원구 동일로 1625(상계동),127.054783,37.6732392
서울수락초등학교,서울특별시 노원구 동일로 1745(상계동),127.054221,37.6842938
서울한천초등학교,서울특별시 노원구 마들로 45(월계동),127.068893,37.6201551
서울연지초등학교,서울특별시 노원구 월계로55길 48(월계동),127.059979,37.6335163
서울선곡초등학교,서울특별시 노원구 광운로2길 1(월계동),127.058165,37.6185035
서울월계초등학교,서울특별시 노원구 월계로45가길 10(월계동),127.050842,37.6276242
서울원광초등학교,서울특별시 노원구 덕릉로76길 18(중계동),127.074842,37.6540189
서울을지초등학교,서울특별시 노원구 중계로 239(중계동),127.072927,37.6506404
서울중원초등학교,서울특별시 노원구 섬밭로 316(중계동),127.062783,37.6436702
서울청계초등학교,서울특별시 노원구 공릉로 431(중계동),127.066287,37.644668
서울용동초등학교,서울특별시 노원구 한글비석로1길 81-11(중계동),127.069476,37.6415597
서울중현초등학교,서울특별시 노원구 섬밭로 181(하계동),127.066537,37.6321062
서울중평초등학교,서울특별시 노원구 섬밭로 241(하계동),127.064172,37.6373054
서울상경초등학교,서울특별시 노원구 수락산로 237(상계동),127.051742,37.6705051
서울상수초등학교,서울특별시 노원구 동일로216길 66(상계동),127.064887,37.651623
청원초등학교,서울특별시 노원구 한글비석로 506(상계동),127.061343,37.665372
화랑초등학교,서울특별시 노원구 화랑로 621(공릉동),127.093653,37.6281305
상명초등학교,서울특별시 노원구 덕릉로 541(중계동),127.06755,37.648397
인동초등학교,경상북도 구미시 여헌로3길 34(인의동),128.42278,36.1061824
장산초등학교,경상북도 경산시 성암로8길 25(옥산동),128.723548,35.8210197
경산서부초등학교,경상북도 경산시 경산로42길 22-11(옥산동),128.728737,35.827167
성암초등학교,경상북도 경산시 삼성현로 110(옥산동),128.716002,35.8223877
경산동부초등학교,경상북도 경산시 원효로28길 60-6(계양동),128.748486,35.8179413
임당초등학교,경상북도 경산시 임당로12길 7(임당동),128.743384,35.8416568
사동초등학교,경상북도 경산시 백양로33길 32(사동),128.760881,35.8135198
평산초등학교,경상북도 경산시 솔숲길 47(사동),128.757151,35.807522
남성초등학교,경상북도 경산시 원효로 375(평산동),128.776183,35.8134055
정평초등학교,경상북도 경산시 대학로16길 15(중방동),128.731485,35.832645
경산중앙초등학교,경상북도 경산시 중앙초등길 9(중방동),128.731278,35.8231514
봉황초등학교,경상북도 경산시 진량읍 봉황길 50,128.823744,35.8831689
하양초등학교,경상북도 경산시 하양읍 대학로305길 25,128.819071,35.9124659
진성초등학교,경상북도 경산시 진량읍 진성로 115-5,128.815174,35.8535633
부림초등학교,경상북도 경산시 진량읍 문천길 24,128.824839,35.8978442
다문초등학교,경상북도 경산시 진량읍 다문로70길 85,128.850779,35.871299
진량초등학교,경상북도 경산시 진량읍 낙산길 37,128.815685,35.8759743
청천초등학교,경상북도 경산시 하양읍 대경로 187,128.773075,35.8841607
하주초등학교,경상북도 경산시 하양읍 무학로 48,128.81228,35.9200054
하양초등학교화성분교장,경상북도 경산시 하양읍 화성로 171,128.790102,35.8855076
현흥초등학교,경상북도 경산시 압량면 대학로 624,128.77283,35.8617791
계당초등학교,경상북도 경산시 와촌면 계당길 27,128.850721,35.9281753
서울봉천초등학교,서울특별시 관악구 행운1라길 17(봉천동),126.958323,37.48309
서울원당초등학교,서울특별시 관악구 봉천로 505(봉천동),126.956457,37.4811233
서울사당초등학교,서울특별시 관악구 남현4길 51(남현동),126.974302,37.4734843
서울당곡초등학교,서울특별시 관악구 보라매로2길 23(봉천동),126.929985,37.4900001
서울신봉초등학교,서울특별시 관악구 양녕로6나길 1(봉천동),126.949108,37.4852959
서울구암초등학교,서울특별시 관악구 구암길 1(봉천동),126.94698,37.4893991
서울은천초등학교,서울특별시 관악구 은천로 69(봉천동),126.942725,37.4869848
서울관악초등학교,서울특별시 관악구 청룡4길 49(봉천동),126.942924,37.4806583
서울난우초등학교,서울특별시 관악구 난우길 40(신림동),126.917868,37.4768265
서울난향초등학교,서울특별시 관악구 난향길 9(신림동),126.917911,37.4623207
서울신성초등학교,서울특별시 관악구 신림로 114(신림동),126.937276,37.4717967
서울행당초등학교,서울특별시 성동구 고산자로8길 6(행당동),127.034673,37.5565968
서울경동초등학교,서울특별시 성동구 성수일로 34(성수동1가),127.050471,37.5430417
서울금북초등학교,서울특별시 성동구 행당로1길 13(금호동1가),127.023507,37.557092
서울금호초등학교,서울특별시 성동구 무수막길 69(금호동2가),127.020151,37.5525804
서울옥수초등학교,서울특별시 성동구 금호로1길 25(금호동4가),127.022012,37.5461524
서울동명초등학교,서울특별시 성동구 마장로29길 29(마장동),127.035662,37.5685652
서울마장초등학교,서울특별시 성동구 마장로35나길 31(마장동),127.042684,37.5680213
서울경일초등학교,서울특별시 성동구 뚝섬로 332(성수동1가),127.047093,37.5404597
서울월정초등학교,서울특별시 강서구 월정로 176(화곡동),126.836395,37.5343843
서울신월초등학교,서울특별시 강서구 강서로31길 48(화곡동),126.839114,37.5399953
서울등서초등학교,서울특별시 강서구 화곡로58길 86(화곡동),126.854972,37.5516161
서울등명초등학교,서울특별시 강서구 강서로56나길 34(등촌동),126.84229,37.5606241
서울등현초등학교,서울특별시 강서구 화곡로65길 124(등촌동),126.847762,37.5612911
서울등원초등학교,서울특별시 강서구 화곡로65길 90(등촌동),126.849834,37.5605046
서울수명초등학교,서울특별시 강서구 수명로1길 84(내발산동),126.823845,37.5526633
서울우면초등학교,서울특별시 서초구 태봉로 59(우면동),127.023789,37.4643474
서울교육대학교부설초등학교,서울특별시 서초구 서초중앙로 96(서초동),127.015082,37.4908795
서울신중초등학교,서울특별시 서초구 남부순환로317길 15(서초동),127.009792,37.4799282
서울서원초등학교,서울특별시 서초구 고무래로 63(반포동),127.015219,37.5026184
서울원촌초등학교,서울특별시 서초구 사평대로45길 26(반포동),127.012772,37.5060361
서울잠원초등학교,서울특별시 서초구 신반포로16길 15-25(반포동),126.998097,37.5015479
서울반원초등학교,서울특별시 서초구 잠원로3길 28(잠원동),127.004054,37.5100296
서울매헌초등학교,서울특별시 서초구 언남길 8(양재동),127.04207,37.4711383
서울반포초등학교,서울특별시 서초구 신반포로 55-4(반포동),126.991001,37.503158
서울방일초등학교,서울특별시 서초구 방배로18길 52(방배동),126.998102,37.4853656
서울이수초등학교,서울특별시 서초구 방배천로4길 23(방배동),126.984565,37.478099
서울서래초등학교,서울특별시 서초구 방배로 260(방배동),126.989308,37.4962954
서울방배초등학교,서울특별시 서초구 방배중앙로13길 26(방배동),126.987192,37.4874866
서울방현초등학교,서울특별시 서초구 효령로4길 58(방배동),126.99015,37.4764899
와촌초등학교,경상북도 경산시 와촌면 금송로 452-3,128.837069,35.9500302
서정초등학교,전라남도 해남군 송지면 달마로 524,126.560772,34.3889598
자인초등학교,경상북도 경산시 자인면 금학로 7,128.824664,35.8209178
남산초등학교,경상북도 경산시 남산면 하남로 316,128.835744,35.7929095
용성초등학교,경상북도 경산시 용성면 원효로 1405,128.873702,35.7938101
남천초등학교,경상북도 경산시 남천면 남천로 481,128.725338,35.7679103
군위초등학교,경상북도 군위군 군위읍 동서5길 28,128.568388,36.2391406
송원초등학교,경상북도 군위군 소보면 송백로 1394,128.476559,36.2537331
효령초등학교,경상북도 군위군 효령면 치산효령로 2386,128.586575,36.1565878
고매초등학교,경상북도 군위군 효령면 용매로 970,128.58202,36.0971831
부계초등학교,경상북도 군위군 부계면 치산효령로 1376,128.663382,36.1014084
우보초등학교,경상북도 군위군 우보면 이화길 95,128.660612,36.1952299
의흥초등학교,경상북도 군위군 의흥면 읍내길 67-17,128.718286,36.175516
의흥초등학교석산분교장,경상북도 군위군 고로면 삼국유사로 1314,128.854891,36.1752322
의성남부초등학교,경상북도 의성군 의성읍 문소1길 24,128.701299,36.3431145
의성북부초등학교,경상북도 의성군 의성읍 도토길 9,128.692041,36.3618194
의성초등학교,경상북도 의성군 의성읍 군청길 26,128.695283,36.3522367
단촌초등학교,경상북도 의성군 단촌면 신기길 42,128.67038,36.4255671
점곡초등학교,경상북도 의성군 점곡면 점곡길 8,128.760641,36.4252976
옥전초등학교,경상북도 의성군 옥산면 신감옥산로 1206,128.806375,36.3941373
금성초등학교,경상북도 의성군 금성면 탑리길 131,128.679262,36.2629766
가음초등학교,경상북도 의성군 가음면 산성가음로 2194,128.727245,36.2319368
춘산초등학교,경상북도 의성군 춘산면 금성현서로 1487,128.812177,36.2382812
서울성수초등학교,서울특별시 성동구 아차산로17길 21(성수동2가),127.063256,37.5443361
서울송원초등학교,서울특별시 성동구 동일로43길 9(송정동),127.069743,37.5539897
서울옥정초등학교,서울특별시 성동구 한림말길 43(옥수동),127.015398,37.5418992
서울용답초등학교,서울특별시 성동구 용답25길 1(용답동),127.053539,37.5607301
서울무학초등학교,서울특별시 성동구 무학봉15길 21(하왕십리동),127.029614,37.5629317
서울행현초등학교,서울특별시 성동구 행당로 95(행당동),127.0293,37.5576456
서울양진초등학교,서울특별시 광진구 워커힐로 32(광장동),127.098325,37.5442403
서울광남초등학교,서울특별시 광진구 아차산로70길 35(광장동),127.100935,37.5408154
서울광장초등학교,서울특별시 광진구 광장로1길 27(광장동),127.101336,37.5483223
서울동의초등학교,서울특별시 광진구 영화사로 111(구의동),127.098439,37.5535347
서울광진초등학교,서울특별시 광진구 자양로40길 41(구의동),127.091243,37.5475549
서울구남초등학교,서울특별시 광진구 구의강변로 69(구의동),127.092331,37.5368314
서울장안초등학교,서울특별시 광진구 군자로 74(군자동),127.072127,37.550187
서울자양초등학교,서울특별시 광진구 아차산로44길 26(자양동),127.079457,37.536867
서울신양초등학교,서울특별시 광진구 능동로 42(자양동),127.069142,37.5346239
서울신자초등학교,서울특별시 광진구 뚝섬로46길 64(자양동),127.075601,37.5302788
서울성자초등학교,서울특별시 광진구 뚝섬로56길 7(자양동),127.083145,37.5311761
서울양남초등학교,서울특별시 광진구 뚝섬로64길 71(자양동),127.089661,37.5310731
양동초등학교,부산광역시 부산진구 황령산로605번길 35-10(양정동),129.081194,35.171201
서울석관초등학교,서울특별시 성북구 돌곶이로22길 21(석관동),127.058747,37.6108859
서울장위초등학교,서울특별시 성북구 장월로8가길 41(장위동),127.049828,37.6121205
서울장곡초등학교,서울특별시 성북구 장월로23길 16(장위동),127.04822,37.6166468
서울정수초등학교,서울특별시 성북구 정릉로24길 58(정릉동),127.007953,37.6040286
서울정릉초등학교,서울특별시 성북구 솔샘로25가길 8(정릉동),127.005347,37.6196405
서울청덕초등학교,서울특별시 성북구 정릉로9라길 11(정릉동),127.000407,37.6120317
서울일신초등학교,서울특별시 성북구 월곡로 74(종암동),127.040107,37.5989513
서울숭례초등학교,서울특별시 성북구 종암로5길 14(종암동),127.034575,37.594893
서울숭인초등학교,서울특별시 성북구 오패산로16길 37(하월곡동),127.038408,37.6090874
우촌초등학교,서울특별시 성북구 성북로4길 52-1(돈암동),127.011433,37.5956079
대광초등학교,서울특별시 성북구 안암로 5(보문동7가),127.023605,37.5790746
광운초등학교,서울특별시 성북구 한천로 693(장위동),127.054707,37.6188598
매원초등학교,서울특별시 성북구 북악산로 870(돈암동),127.019009,37.5980548
서울번동초등학교,서울특별시 강북구 오현로 204(번동),127.040747,37.6290001
서울오현초등학교,서울특별시 강북구 월계로 221(번동),127.046857,37.6232687
서울삼양초등학교,서울특별시 강북구 삼양로49길 17(미아동),127.016777,37.6234689
서울삼각산초등학교,서울특별시 강북구 삼양로19길 141(미아동),127.01433,37.6162195
서울송천초등학교,서울특별시 강북구 삼양로20길 29(미아동),127.023763,37.6156643
서울송중초등학교,서울특별시 강북구 오현로 9(미아동),127.031377,37.616897
서울화계초등학교,서울특별시 강북구 솔매로50가길 25(미아동),127.029226,37.6236929
안평초등학교,경상북도 의성군 안평면 안평의성로 10,128.580923,36.3766235
포항대흥초등학교,경상북도 포항시 북구 용흥로292번길 33(용흥동),129.352152,36.0455613
이두초등학교,경상북도 의성군 비안면 강변길 105,128.495122,36.3376032
안계초등학교,경상북도 의성군 안계면 안계길 68,128.444469,36.3818651
구천초등학교,경상북도 의성군 구천면 소보안계로 1616,128.43153,36.3499644
단밀초등학교,경상북도 의성군 단밀면 중동단밀로 939,128.38049,36.375733
다인초등학교,경상북도 의성군 다인면 서릉1길 19-6,128.357364,36.4493985
안평초등학교신평분교장,경상북도 의성군 신평면 봉호로 2436,128.504004,36.4737923
청송초등학교,경상북도 청송군 청송읍 중앙로 229-10,129.055151,36.4355559
진보초등학교,경상북도 청송군 진보면 진보로 149,129.048347,36.5295822
파천초등학교,경상북도 청송군 파천면 안파로 1357,129.031444,36.4453512
안덕초등학교,경상북도 청송군 안덕면 노하길 35,128.9603,36.2935646
이전초등학교,경상북도 청송군 부동면 부동로 1011-74,129.154382,36.3575756
부남초등학교,경상북도 청송군 부남면 부남로 509,129.097744,36.3138789
영양중앙초등학교,경상북도 영양군 영양읍 영양창수로 53,129.119823,36.6637574
영양초등학교,경상북도 영양군 영양읍 군청길 25,129.111352,36.6661125
석보초등학교,경상북도 영양군 석보면 원리길 3,129.123163,36.558029
입암초등학교,경상북도 영양군 입암면 입암로 162,129.087369,36.5996457
수비초등학교,경상북도 영양군 수비면 한티로 499,129.201918,36.7657342
일월초등학교청기분교장,경상북도 영양군 청기면 장갈로 1445,129.058596,36.6996186
가천초등학교,경상북도 성주군 가천면 가천로 52,128.16738,35.8850325
양정초등학교,부산광역시 부산진구 중앙대로941번길 24(양정동),129.071202,35.1750729
양성초등학교,부산광역시 부산진구 양성로 34(양정동),129.066128,35.1700634
연지초등학교,부산광역시 부산진구 연지로 29(연지동),129.052344,35.1722157
성전초등학교,부산광역시 부산진구 전포대로298번길 15(전포동),129.066591,35.1636612
성북초등학교,부산광역시 부산진구 황령대로 79(전포동),129.067556,35.1510268
연학초등학교,부산광역시 부산진구 초읍천로43번길 10(초읍동),129.046585,35.1768806
초읍초등학교,부산광역시 부산진구 성지로104번길 26(초읍동),129.053973,35.1803577
동성초등학교,부산광역시 부산진구 동성로 26(전포동),129.069021,35.1527449
오륙도초등학교,부산광역시 남구 오륙도로 57(용호동),129.116504,35.1039811
용문초등학교,부산광역시 남구 신선로 542(용호동),129.108214,35.1304609
운산초등학교,부산광역시 남구 용호로269번길 89(용호동),129.115055,35.1098761
동천초등학교,부산광역시 남구 석포로26번길 22(감만동),129.083716,35.1212389
동항초등학교,부산광역시 남구 우암로 42(감만동),129.08256,35.1142975
대연초등학교,부산광역시 남구 진남로18번길 11(대연동),129.09238,35.1370592
대천초등학교,부산광역시 남구 조각공원로 19(대연동),129.100343,35.1287904
석포초등학교,부산광역시 남구 석포로86번길 76(대연동),129.091769,35.1263512
문현초등학교,부산광역시 남구 고동골로 86-13(문현동),129.07276,35.1450308
성동초등학교,부산광역시 남구 전포대로68번길 27(문현동),129.069119,35.1432474
용당초등학교,부산광역시 남구 신선로 341(용당동),129.094483,35.1169652
동북초등학교,서울특별시 도봉구 시루봉로 53(쌍문동),127.026231,37.6550073
충렬초등학교,부산광역시 동래구 안락로125번길 22(안락동),129.111608,35.2001098
내산초등학교,부산광역시 동래구 중앙대로1335번길 38(온천동),129.076494,35.2071945
미남초등학교,부산광역시 동래구 충렬대로100번길 83(온천동),129.072762,35.2034371
달북초등학교,부산광역시 동래구 쇠미로 131(온천동),129.060176,35.2034103
금강초등학교,부산광역시 동래구 사직북로28번길 125(온천동),129.064512,35.2028222
금빛초등학교,부산광역시 금정구 소정로 31(장전동),129.080274,35.2277745
두실초등학교,부산광역시 금정구 중앙대로1893번길 33(구서동),129.089255,35.2529588
부곡초등학교,부산광역시 금정구 기찰로22번길 15(부곡동),129.093659,35.2333846
현곡초등학교,부산광역시 금정구 동부곡로27번라길 20(부곡동),129.096604,35.227283
금양초등학교,부산광역시 금정구 중앙대로 1755(부곡동),129.092013,35.2411146
금샘초등학교,부산광역시 금정구 금샘로 525(남산동),129.083993,35.2688017
공덕초등학교,부산광역시 금정구 대두로 2(두구동),129.1111,35.2960085
금성초등학교,부산광역시 금정구 중리1길 15(금성동),129.057985,35.2506381
구서초등학교,부산광역시 금정구 구서중앙로 35(구서동),129.08703,35.2538379
남산초등학교,부산광역시 금정구 금강로 614(남산동),129.088889,35.262571
장서초등학교,부산광역시 금정구 금강로453번길 26-7(구서동),129.086104,35.2481324
동현초등학교,부산광역시 금정구 동현로 36(부곡동),129.092473,35.222414
금사초등학교,부산광역시 금정구 금사로57번길 24(서동),129.109276,35.2193964
서곡초등학교,부산광역시 금정구 윤산로 279(서동),129.104785,35.2201096
동상초등학교,부산광역시 금정구 옥봉로 5(서동),129.107592,35.211656
서동초등학교,부산광역시 금정구 동현로 147(서동),129.097667,35.2192701
인의초등학교,경상북도 구미시 인동13길 23(인의동),128.426911,36.1018051
축산항초등학교,경상북도 영덕군 축산면 축산항초교길 2,129.442049,36.5096594
남정초등학교,경상북도 영덕군 남정면 진불길 15-6,129.371773,36.2837906
원황초등학교,경상북도 영덕군 병곡면 원황길 64,129.393185,36.5693446
창수초등학교,경상북도 영덕군 창수면 영양창수로 3184,129.342284,36.5453692
축산항초등학교경정분교장,경상북도 영덕군 축산면 경정길 17,129.433173,36.4859806
창수초등학교인천분교장,경상북도 영덕군 창수면 오서로 1370,129.294173,36.6341606
유천초등학교,경상북도 청도군 청도읍 유천강변길 68,128.76489,35.5732401
청도중앙초등학교,경상북도 청도군 청도읍 중앙로 81,128.751852,35.6471792
화양초등학교,경상북도 청도군 화양읍 동헌길 15,128.706645,35.6475124
남성현초등학교,경상북도 청도군 화양읍 남성현로 473-11,128.716244,35.6963379
